user_id,initial_access,weekday,access_time,user_age,viewed_screens,screen_count,played_game,premium_features_used,subscription_status,subscription_date,engagement_score,device_type,os_version,location,referral_source,session_duration,purchases,total_spend,retention_days,customer_segment
1048,2023-03-03,6,03:56,48,"analytics,search,help",12,1,1,0,,40,mobile,iOS 17,South America,paid_ad,211,2,165.78,145,enterprise
1049,2023-05-12,1,07:56,19,"notifications,discover,profile,calendar,friends,messages,home",16,1,1,0,,65,desktop,iOS 16,Europe,email,1552,3,259.87,126,enterprise
1050,2023-03-30,0,14:21,24,"analytics,profile,messages,notifications,checkout",11,0,0,1,2023-04-14,67,mobile,Android 13,Asia,social_media,226,2,102.56,152,basic
1051,2023-08-25,4,03:50,33,"settings,library,feed",5,0,0,0,,91,tablet,Windows 11,Europe,email,552,0,0.0,309,free_tier
1052,2023-02-11,2,02:07,27,groups,14,1,0,0,,96,mobile,iOS 17,Asia,email,667,3,17.79,194,enterprise
1053,2023-03-30,6,01:59,46,"checkout,feed,search,friends,analytics",12,1,0,0,,52,mobile,iOS 17,South America,paid_ad,300,4,286.92,154,basic
1054,2023-10-23,1,21:24,47,"search,profile,groups,analytics,calendar,friends,feed,discover,home",2,1,0,0,,96,mobile,Windows 11,Oceania,social_media,1621,0,0.0,253,basic
1055,2023-11-24,2,07:39,37,"notifications,help,checkout,home",2,0,0,0,,81,desktop,Android 13,North America,social_media,983,3,101.0,286,enterprise
1056,2023-10-22,5,16:15,59,"help,groups,library,discover,analytics,friends,calendar,feed,home",18,0,0,0,,43,mobile,macOS 14,Africa,paid_ad,1696,3,46.26,101,free_tier
1057,2023-04-14,5,15:47,51,"feed,profile,home",12,1,1,0,,99,mobile,iOS 17,Africa,organic,1001,4,295.15,283,basic
1058,2023-01-14,1,06:14,25,"friends,checkout,messages,discover,analytics,calendar,settings,home",5,1,1,1,2023-02-12,96,desktop,Windows 11,Africa,email,624,0,0.0,185,enterprise
1059,2023-10-15,1,16:56,51,"messages,friends,analytics,search,library",12,0,1,1,2023-11-08,18,desktop,iOS 16,Oceania,organic,539,0,0.0,334,free_tier
1060,2023-06-28,3,02:32,51,"groups,library,checkout,help,feed,messages",1,1,1,0,,36,desktop,macOS 14,Africa,social_media,751,0,0.0,340,premium
1061,2023-05-05,2,07:38,62,"groups,help,feed,messages",10,1,1,1,2023-06-01,92,desktop,Android 13,South America,friend,1471,0,0.0,340,enterprise
1062,2023-12-19,5,17:29,53,"checkout,analytics,groups,help,settings,feed",17,1,0,1,2023-12-29,40,desktop,iOS 16,Europe,organic,89,1,16.41,236,premium
1063,2023-01-23,6,22:36,24,"analytics,library,search",3,0,0,0,,60,desktop,Android 13,Asia,paid_ad,1135,1,63.04,222,free_tier
1064,2023-03-04,5,14:06,31,"checkout,profile,search,groups,calendar,discover,feed",13,1,0,1,2023-03-17,61,tablet,iOS 17,Asia,friend,1481,1,17.37,304,premium
1065,2023-05-23,2,09:15,37,"search,settings,groups,checkout",7,1,1,0,,100,tablet,Android 12,Africa,organic,883,1,46.09,187,premium
1066,2023-06-02,5,22:33,54,"checkout,messages,analytics,search,notifications",8,1,1,1,2023-07-01,7,tablet,macOS 14,Europe,organic,1375,4,271.33,27,free_tier
1067,2023-05-25,6,17:46,50,"feed,profile,help,discover,settings,messages",11,1,1,0,,58,tablet,Windows 11,Africa,friend,1292,2,10.24,235,free_tier
1068,2023-08-13,0,22:50,48,"profile,friends,messages,checkout,feed",17,1,0,1,2023-08-17,96,tablet,iOS 16,Africa,social_media,1044,2,165.58,54,basic
1069,2023-11-05,5,19:30,50,"profile,home",10,1,1,1,2023-11-07,75,desktop,iOS 16,Oceania,organic,1629,2,54.69,123,basic
1070,2023-04-14,5,13:22,43,"feed,groups,discover,profile",15,0,0,0,,28,tablet,iOS 16,Asia,organic,975,3,252.3,195,free_tier
1071,2023-04-14,4,01:28,43,"calendar,help,home,notifications,discover,analytics,feed,messages",6,0,1,1,2023-05-05,26,desktop,macOS 14,South America,paid_ad,1121,2,196.84,275,premium
1072,2023-02-08,0,17:08,55,"notifications,discover,calendar,profile,home,analytics,settings,library",9,1,0,1,2023-02-21,44,desktop,Android 13,Asia,social_media,1266,4,98.42,157,free_tier
1073,2023-07-17,3,00:47,33,"calendar,messages,analytics,search,groups,library,discover",2,1,1,1,2023-08-10,78,tablet,Android 12,Europe,paid_ad,509,0,0.0,154,premium
1074,2023-05-14,1,11:11,29,"checkout,home",2,0,0,1,2023-05-23,25,mobile,Android 13,North America,organic,675,2,121.93,243,basic
1075,2023-03-08,6,18:41,18,"notifications,profile,groups,checkout",12,0,1,0,,87,mobile,Windows 11,North America,paid_ad,1589,4,41.61,145,free_tier
1076,2023-06-28,5,19:36,61,"analytics,settings,library,calendar,checkout,messages,profile,discover,notifications",17,1,1,0,,79,tablet,iOS 17,Oceania,organic,1487,3,40.12,66,free_tier
1077,2023-02-11,6,02:40,37,"notifications,help,messages,home,checkout,profile",18,0,0,0,,95,tablet,Android 12,North America,organic,382,1,44.37,341,free_tier
1078,2023-01-15,3,20:54,19,"search,library,help,groups,notifications,feed,analytics,calendar",12,0,1,1,2023-02-09,94,mobile,iOS 17,Europe,social_media,493,0,0.0,240,enterprise
1079,2023-04-21,3,14:45,48,"discover,feed,search,notifications,settings,friends,analytics,home,profile",14,0,1,0,,29,mobile,Windows 11,North America,friend,794,3,287.03,88,premium
1080,2023-06-06,0,10:12,35,"calendar,messages,friends,home,profile",3,1,0,0,,93,tablet,Android 13,Oceania,email,1639,1,91.84,33,enterprise
1081,2023-10-16,6,06:26,59,"checkout,calendar,discover,feed,profile",6,0,1,0,,61,mobile,iOS 16,Africa,friend,1509,4,281.87,197,free_tier
1082,2023-08-19,1,01:34,27,"help,analytics,friends,checkout,groups,calendar,messages,notifications,library",4,0,1,0,,44,desktop,macOS 14,South America,email,1071,2,132.96,259,enterprise
1083,2023-06-06,4,19:07,23,"profile,notifications,checkout,home,help,feed",13,1,1,0,,11,mobile,Windows 11,Europe,email,340,1,72.88,326,free_tier
1084,2023-02-07,3,00:24,19,"groups,discover,profile,messages,library,help,home",19,0,1,0,,83,mobile,Android 12,Africa,social_media,122,0,0.0,80,basic
1085,2023-04-07,4,20:35,33,"analytics,home,friends,library,checkout,calendar,messages,settings",15,1,1,0,,35,tablet,iOS 16,Oceania,friend,1182,2,177.96,322,basic
1086,2023-10-16,1,12:55,22,"feed,profile,home,groups,messages,help,notifications,search",10,0,1,0,,19,desktop,Android 12,Asia,organic,1496,1,49.56,84,free_tier
1087,2023-09-11,1,13:08,55,"calendar,discover,messages",7,1,0,1,2023-09-21,13,desktop,Windows 11,Oceania,email,1450,1,14.84,189,free_tier
1088,2023-07-15,0,02:45,39,"groups,notifications,checkout,search,profile",11,0,0,0,,89,mobile,iOS 16,Europe,organic,196,4,170.84,273,basic
1089,2023-03-27,6,03:48,39,library,13,1,1,1,2023-04-07,39,desktop,Windows 11,Oceania,email,1666,1,35.31,264,premium
1090,2023-11-18,2,14:43,39,"settings,library,search",9,1,1,1,2023-12-03,74,mobile,iOS 17,Oceania,social_media,648,3,165.84,153,enterprise
1091,2023-01-10,6,13:50,18,"notifications,feed",16,1,0,0,,8,desktop,Android 13,North America,social_media,618,4,17.41,8,enterprise
1092,2023-01-05,5,09:04,53,"discover,feed",7,0,1,1,2023-01-07,71,tablet,Windows 11,Asia,organic,1573,1,5.58,29,premium
1093,2023-05-03,0,23:31,30,"home,help",6,0,0,0,,88,mobile,Android 12,North America,paid_ad,975,0,0.0,210,basic
1094,2023-11-26,6,16:48,29,search,16,1,0,1,2023-12-13,37,mobile,iOS 16,Asia,organic,1082,4,317.91,315,basic
1095,2023-12-19,4,02:15,30,"library,notifications,analytics,profile,messages,groups",5,1,0,1,2023-12-21,30,mobile,macOS 14,South America,email,687,0,0.0,190,free_tier
1096,2023-04-28,6,08:48,28,"library,analytics,help,groups",5,0,1,1,2023-05-10,18,tablet,macOS 14,Oceania,organic,1007,2,149.08,129,basic
1097,2023-10-21,0,19:43,35,"profile,analytics",13,1,1,0,,74,desktop,macOS 14,Africa,organic,926,2,153.55,255,free_tier
1098,2023-06-08,1,23:33,39,"notifications,home,friends,analytics,calendar",15,0,0,0,,5,tablet,macOS 14,Oceania,friend,1496,1,85.04,186,premium
1099,2023-10-30,3,19:47,18,"search,checkout",17,1,0,0,,36,desktop,macOS 14,North America,email,294,2,78.55,327,basic
1100,2023-08-16,5,22:54,21,"settings,library,notifications,checkout,home,calendar,profile,messages",11,0,0,1,2023-09-09,93,mobile,Windows 11,Asia,email,1687,1,78.35,330,basic
1101,2023-12-31,5,20:54,26,"calendar,discover,notifications,feed",14,1,0,0,,9,mobile,macOS 14,Africa,paid_ad,1796,1,67.92,86,free_tier
1102,2023-08-04,2,05:01,20,"home,search,analytics,settings,calendar",7,0,0,1,2023-08-17,100,desktop,iOS 16,South America,email,820,0,0.0,350,free_tier
1103,2023-07-03,1,08:04,25,"friends,library,search,checkout,feed,messages,discover,settings",9,0,1,0,,33,desktop,Windows 11,North America,paid_ad,605,4,332.97,271,enterprise
1104,2023-01-15,5,17:53,26,"home,settings,calendar,search,notifications,help",18,0,1,0,,32,desktop,macOS 14,North America,friend,273,4,398.02,79,basic
1105,2023-06-06,5,20:49,35,profile,3,0,1,1,2023-07-03,74,mobile,macOS 14,Asia,organic,1092,1,4.96,105,enterprise
1106,2023-05-16,3,09:41,22,"discover,library,calendar,groups,feed,search",9,0,0,1,2023-05-22,18,tablet,iOS 16,South America,social_media,570,3,215.21,117,enterprise
1107,2023-09-18,4,22:41,39,settings,3,1,1,1,2023-10-12,81,desktop,iOS 17,Asia,social_media,1345,3,70.35,43,premium
1108,2023-06-06,4,17:15,54,"groups,friends,analytics,settings,profile,home",14,0,0,1,2023-07-04,10,desktop,Android 12,Africa,email,456,0,0.0,160,basic
1109,2023-02-16,4,22:29,22,"discover,analytics,messages,calendar,notifications,library,settings",5,1,0,1,2023-03-10,53,mobile,Windows 11,Asia,friend,1556,1,75.42,313,enterprise
1110,2023-11-20,0,05:43,40,"analytics,library,discover,home,checkout,groups",16,1,0,1,2023-12-15,2,desktop,macOS 14,Asia,email,432,2,73.02,337,premium
1111,2023-11-28,4,03:19,33,"messages,home,notifications,search",18,0,0,0,,78,mobile,iOS 16,Oceania,friend,254,0,0.0,154,free_tier
1112,2023-06-22,4,15:27,22,"home,help,discover,search",6,1,0,0,,85,tablet,macOS 14,Asia,social_media,939,2,128.76,277,premium
1113,2023-05-10,0,21:56,54,"friends,calendar",19,0,0,1,2023-05-24,54,mobile,Windows 11,South America,organic,1677,3,120.94,268,basic
1114,2023-04-05,3,21:53,61,"messages,analytics",13,0,1,1,2023-04-12,97,tablet,Android 12,Asia,paid_ad,551,4,43.28,268,premium
1115,2023-04-25,1,10:00,56,"checkout,messages,search,library,settings,notifications,analytics",7,0,0,0,,69,tablet,macOS 14,Asia,organic,772,4,185.27,138,premium
1116,2023-08-31,5,04:48,20,"feed,analytics,messages,friends,discover,search,calendar,library",9,1,0,0,,55,desktop,Android 12,Oceania,friend,70,0,0.0,364,enterprise
1117,2023-10-19,2,10:45,43,"groups,feed,messages,discover,home,profile",8,0,0,1,2023-10-28,46,mobile,Android 13,Africa,organic,752,1,81.02,337,enterprise
1118,2023-10-09,5,08:41,25,"home,help,discover,library,feed,messages",12,0,1,1,2023-10-10,98,tablet,macOS 14,Africa,paid_ad,991,1,18.29,170,free_tier
1119,2023-10-26,4,03:01,38,"discover,groups,friends,library,feed,analytics,help",9,1,0,0,,53,desktop,Android 12,Europe,friend,600,1,35.29,314,free_tier
1120,2023-10-10,4,05:26,35,"feed,notifications,settings",18,1,1,0,,11,desktop,Android 13,Europe,email,529,2,129.13,10,basic
1121,2023-03-10,6,02:12,22,"discover,friends",1,1,1,0,,77,desktop,iOS 16,Europe,friend,285,4,312.22,130,basic
1122,2023-05-28,5,11:17,23,"home,messages,feed,groups",4,1,0,1,2023-06-21,29,mobile,Android 12,Asia,friend,1496,4,141.84,261,premium
1123,2023-01-11,5,05:41,44,"feed,library",9,1,0,0,,11,tablet,Android 12,Africa,organic,311,2,91.42,289,enterprise
1124,2023-09-11,6,05:27,39,"profile,feed,analytics,checkout,home,friends,settings",9,1,0,1,2023-10-05,59,desktop,Android 12,South America,friend,1265,0,0.0,238,enterprise
1125,2023-11-26,4,04:58,39,"discover,notifications,settings,checkout,friends,profile,calendar,help,analytics",16,0,1,0,,8,tablet,iOS 17,Europe,organic,1365,0,0.0,257,enterprise
1126,2023-12-26,0,14:46,55,"profile,discover,analytics,groups,calendar,notifications,search",1,1,0,1,2024-01-17,52,tablet,iOS 17,Oceania,organic,1115,1,41.26,122,free_tier
1127,2023-02-07,0,11:08,55,"feed,checkout,library,friends,settings",17,1,0,0,,97,mobile,Android 12,Africa,organic,1473,3,141.32,214,basic
1128,2023-05-14,0,12:47,60,"library,discover,settings",11,0,0,1,2023-05-29,46,mobile,iOS 17,North America,paid_ad,1620,0,0.0,302,basic
1129,2023-07-19,2,20:01,44,search,14,0,0,0,,96,desktop,macOS 14,South America,email,177,4,31.8,241,free_tier
1130,2023-01-23,1,16:08,62,discover,14,0,1,0,,6,mobile,Windows 11,Europe,paid_ad,1749,2,107.73,85,basic
1131,2023-10-30,4,22:50,63,"checkout,notifications,analytics",3,1,1,1,2023-11-26,66,tablet,Windows 11,Africa,email,602,0,0.0,141,free_tier
1132,2023-12-12,3,05:57,50,"home,library,profile,help",17,1,0,0,,29,mobile,iOS 17,South America,social_media,1001,2,67.42,144,enterprise
1133,2023-10-29,5,03:29,59,"checkout,feed,messages,notifications,library",4,0,1,0,,35,mobile,Windows 11,Oceania,friend,1440,1,57.04,118,basic
1134,2023-12-29,5,14:17,48,"friends,feed,help,profile,discover,home,messages,calendar,checkout",1,1,0,0,,32,tablet,Android 12,South America,paid_ad,1267,1,36.54,172,basic
1135,2023-08-06,4,11:30,45,"help,calendar",10,0,0,1,2023-08-10,86,desktop,Android 12,Asia,organic,1226,1,12.61,126,basic
1136,2023-05-21,4,11:51,47,"groups,settings,profile,calendar",17,1,1,1,2023-06-15,47,mobile,Windows 11,Africa,paid_ad,1342,4,234.78,298,basic
1137,2023-04-14,4,16:38,51,"search,feed,settings",15,1,0,0,,4,tablet,iOS 17,South America,social_media,768,2,60.09,159,free_tier
1138,2023-07-29,5,19:36,62,"groups,analytics,notifications,friends,profile,search,library,discover",7,1,0,1,2023-08-03,34,mobile,Android 12,Asia,social_media,1023,0,0.0,28,enterprise
1139,2023-04-21,6,11:16,34,messages,19,1,0,0,,90,mobile,iOS 16,North America,paid_ad,1439,0,0.0,218,premium
1140,2023-04-14,4,01:27,52,settings,11,0,1,1,2023-04-22,34,desktop,macOS 14,Africa,paid_ad,1650,4,248.5,182,enterprise
1141,2023-11-12,5,03:33,53,"groups,settings,calendar,home,library,notifications,feed,help,messages",4,0,0,1,2023-12-04,48,desktop,Android 12,Europe,paid_ad,863,4,39.73,158,premium
1142,2023-06-20,1,13:13,23,calendar,5,1,0,0,,69,mobile,Android 13,North America,organic,894,2,120.94,363,free_tier
1143,2023-12-22,3,12:48,62,"groups,discover,feed,messages",19,0,0,1,2024-01-01,35,mobile,Android 12,Asia,friend,766,4,99.63,236,premium
1144,2023-11-20,0,16:53,46,"help,settings,feed,home,analytics,friends,discover,search",17,1,1,0,,39,mobile,iOS 17,Africa,email,314,2,87.34,174,free_tier
1145,2023-05-13,6,17:02,40,"analytics,calendar,discover,settings",18,1,0,0,,100,tablet,iOS 17,Africa,organic,1214,2,134.99,18,premium
1146,2023-10-20,3,20:15,31,"groups,feed,library,profile,notifications",7,0,0,0,,49,tablet,Android 12,Africa,email,1191,0,0.0,73,enterprise
1147,2023-11-24,4,18:37,26,"messages,library",10,0,1,1,2023-12-17,79,mobile,iOS 16,North America,friend,265,2,155.2,207,basic
1148,2023-05-07,3,22:25,32,"friends,analytics,library,checkout,discover,groups,messages,home,search",14,1,1,1,2023-05-29,11,desktop,iOS 16,Asia,friend,49,3,75.56,126,free_tier
1149,2023-04-16,4,05:17,55,"home,checkout,groups,discover,calendar,feed,notifications,search,analytics",5,1,1,1,2023-04-19,19,mobile,iOS 16,North America,email,1329,3,97.01,248,basic
1150,2023-04-02,3,08:49,42,"feed,home,discover",11,1,1,1,2023-04-13,11,tablet,iOS 16,Africa,paid_ad,144,3,172.29,87,basic
1151,2023-10-14,2,05:40,37,"analytics,home,groups,friends,discover,notifications,profile,calendar",5,0,1,1,2023-10-24,31,tablet,macOS 14,Asia,email,959,3,42.33,295,premium
1152,2023-02-20,3,17:24,60,"checkout,profile,friends,groups,discover,library,feed,notifications,help",10,0,1,1,2023-03-17,2,desktop,iOS 17,North America,friend,365,4,157.66,92,free_tier
1153,2023-01-29,0,15:23,39,"calendar,checkout,library",16,1,0,1,2023-02-06,25,desktop,iOS 16,South America,friend,957,0,0.0,237,premium
1154,2023-10-23,0,22:44,24,checkout,11,1,1,0,,31,tablet,iOS 16,Africa,social_media,1093,4,52.34,243,enterprise
1155,2023-10-24,6,10:07,35,"calendar,notifications",14,1,0,0,,37,mobile,Android 12,Africa,organic,1639,1,28.76,120,premium
1156,2023-08-02,3,23:48,34,"discover,settings,profile,calendar,messages,search,home,feed",7,1,1,0,,9,desktop,Windows 11,South America,social_media,670,1,15.44,75,enterprise
1157,2023-09-24,5,08:05,31,discover,10,1,1,0,,10,mobile,Windows 11,South America,email,219,1,95.21,170,enterprise
1158,2023-09-14,5,00:32,43,"messages,search,calendar,settings,home,notifications,help",7,1,1,0,,60,desktop,iOS 16,North America,email,960,4,147.63,102,free_tier
1159,2023-10-29,5,12:06,57,"groups,discover",5,0,1,0,,1,desktop,iOS 16,Asia,friend,1615,1,8.18,363,free_tier
1160,2023-04-11,3,09:17,49,"groups,library,checkout",14,0,0,0,,51,desktop,Windows 11,Oceania,social_media,1789,2,91.35,306,basic
1161,2023-12-12,5,05:44,46,"settings,search,discover,groups",8,1,0,0,,61,desktop,iOS 16,Oceania,email,877,3,213.39,205,free_tier
1162,2023-04-20,1,04:20,57,"discover,feed,messages",9,1,1,1,2023-04-28,21,tablet,iOS 16,Asia,friend,1458,0,0.0,119,basic
1163,2023-07-01,3,14:43,24,"calendar,checkout,notifications,library",5,1,1,1,2023-07-25,52,tablet,Android 12,Oceania,email,897,1,74.25,302,premium
1164,2023-11-09,0,21:29,26,"checkout,groups,analytics,settings,search",1,1,1,1,2023-11-20,54,desktop,iOS 17,Asia,email,1062,4,155.39,205,premium
1165,2023-01-01,6,10:07,29,"feed,groups,notifications,search,home,help",7,1,1,1,2023-01-24,95,desktop,Windows 11,South America,social_media,1097,3,247.74,173,premium
1166,2023-11-15,5,04:07,20,"feed,friends,calendar,notifications,groups",2,0,1,0,,22,tablet,iOS 16,Oceania,organic,381,3,141.63,117,free_tier
1167,2023-02-24,2,04:09,49,"friends,help,discover,notifications,feed,calendar,groups,home,checkout",3,0,0,1,2023-03-10,63,desktop,iOS 17,South America,email,1757,1,16.53,35,free_tier
1168,2023-05-29,5,14:37,50,"profile,search,messages,calendar,groups,settings,friends,feed,notifications",7,0,1,0,,65,mobile,Android 13,Europe,paid_ad,365,2,195.29,23,free_tier
1169,2023-11-05,0,23:49,32,"analytics,messages,help,notifications,friends,checkout",14,1,0,0,,57,mobile,macOS 14,Africa,email,1112,4,352.49,170,basic
1170,2023-05-17,1,22:02,26,"help,checkout,discover,settings,friends,profile",13,1,0,0,,92,mobile,iOS 16,Europe,friend,125,0,0.0,49,free_tier
1171,2023-07-21,3,08:09,61,"home,discover,calendar,feed,notifications,search,checkout,friends,library",7,0,1,1,2023-07-27,3,desktop,iOS 16,Asia,social_media,672,2,66.46,178,premium
1172,2023-11-09,5,06:50,34,"messages,help,analytics,checkout,search,friends,notifications",14,1,1,0,,16,desktop,Windows 11,Europe,email,667,3,243.09,232,basic
1173,2023-04-27,2,23:25,45,"library,profile,settings,feed,help,discover",9,1,1,1,2023-05-18,72,mobile,Android 12,Oceania,organic,273,4,223.49,344,enterprise
1174,2023-06-03,6,01:57,62,"groups,calendar,feed,help,settings,analytics,checkout,friends,notifications",15,1,0,1,2023-06-21,24,mobile,Android 13,North America,friend,317,3,277.92,225,basic
1175,2023-10-18,0,07:38,30,"profile,groups,feed,calendar,analytics,friends,checkout",9,1,1,1,2023-11-07,53,mobile,iOS 16,Asia,paid_ad,1798,1,47.52,179,basic
1176,2023-03-04,6,04:35,64,"analytics,notifications,settings,friends,help,discover,profile,messages",2,0,1,1,2023-03-05,52,tablet,iOS 16,Oceania,social_media,435,2,53.49,1,enterprise
1177,2023-09-01,6,10:25,38,"search,profile,checkout,analytics,home",5,1,0,0,,4,mobile,iOS 16,North America,friend,1746,0,0.0,108,basic
1178,2023-01-25,2,09:32,64,"checkout,search,groups,help,feed,home,analytics,library",4,1,1,1,2023-02-05,60,tablet,Windows 11,Europe,social_media,248,0,0.0,248,premium
1179,2023-03-31,4,03:53,22,discover,6,0,1,0,,45,mobile,Windows 11,Oceania,social_media,1159,3,188.34,260,basic
1180,2023-03-16,0,05:49,24,"notifications,checkout,home,feed,library,friends,profile",14,0,0,0,,64,mobile,iOS 16,Asia,paid_ad,648,0,0.0,139,free_tier
1181,2023-10-21,4,12:12,55,"friends,feed",18,0,0,1,2023-10-25,7,tablet,Windows 11,North America,email,1789,4,27.23,365,free_tier
1182,2023-07-29,2,00:35,54,"notifications,groups,library",9,1,0,1,2023-08-08,65,desktop,Windows 11,Africa,email,1386,0,0.0,253,enterprise
1183,2023-12-13,3,03:49,36,"notifications,search,analytics,friends,discover,groups,profile,help",4,1,1,1,2023-12-31,76,tablet,Windows 11,Africa,organic,392,3,90.65,189,basic
1184,2023-01-17,3,23:26,58,"messages,friends,checkout",3,1,0,0,,69,mobile,iOS 17,Europe,paid_ad,1452,3,255.94,280,basic
1185,2023-05-08,3,17:49,49,"analytics,library,checkout,messages,friends,calendar,groups",19,0,0,1,2023-05-19,33,desktop,iOS 17,Europe,email,1544,0,0.0,203,enterprise
1186,2023-12-30,6,14:49,60,"discover,library,analytics,home,checkout,feed",13,0,0,1,2024-01-07,89,desktop,macOS 14,North America,social_media,603,0,0.0,157,premium
1187,2023-09-08,4,14:16,20,"settings,messages,groups",1,1,0,1,2023-09-13,56,desktop,Android 13,Africa,social_media,616,0,0.0,22,enterprise
1188,2023-06-28,6,04:10,56,"help,feed,groups",4,1,0,0,,89,mobile,iOS 16,Asia,friend,504,4,261.45,103,basic
1189,2023-07-01,3,15:51,52,"search,analytics,notifications,help,calendar,library,settings,discover,groups",3,0,1,1,2023-07-14,26,tablet,Android 13,Europe,email,1672,0,0.0,141,basic
1190,2023-06-01,6,01:16,44,"discover,groups,help,checkout,library",19,1,0,0,,21,desktop,macOS 14,North America,friend,1111,1,64.32,23,free_tier
1191,2023-01-25,1,00:49,55,"groups,search,notifications,discover,home,profile,feed",12,0,1,0,,64,mobile,Android 13,Oceania,social_media,1260,2,72.74,340,basic
1192,2023-06-29,0,16:56,25,"friends,feed",7,1,1,0,,30,desktop,macOS 14,North America,organic,1712,0,0.0,23,basic
1193,2023-07-17,0,17:50,36,"calendar,library,home,discover,groups,feed,search",10,0,1,1,2023-08-13,30,tablet,Android 12,Asia,organic,391,4,81.76,148,free_tier
1194,2023-12-10,6,04:29,47,"settings,profile,feed,library,checkout,analytics,notifications,groups",13,0,1,1,2023-12-15,88,desktop,Windows 11,North America,organic,1615,2,157.7,191,premium
1195,2023-06-10,2,12:55,57,"checkout,friends,messages,settings",5,1,1,1,2023-06-11,99,tablet,macOS 14,Oceania,organic,1102,3,125.56,363,free_tier
1196,2023-06-26,5,22:37,27,calendar,17,1,1,1,2023-07-13,44,desktop,Android 13,North America,social_media,1575,4,10.0,150,enterprise
1197,2023-10-12,4,12:17,47,"help,notifications,home,friends",3,0,0,1,2023-11-01,59,desktop,Android 12,North America,email,1141,3,208.91,342,premium
1198,2023-03-04,0,03:08,26,"groups,checkout,profile,friends,help",17,0,0,1,2023-03-15,82,tablet,Windows 11,South America,paid_ad,903,2,9.23,248,premium
1199,2023-05-30,6,22:02,39,"help,profile,library,analytics,checkout",17,1,1,0,,19,mobile,Android 12,Europe,friend,299,4,56.19,298,premium
1200,2023-06-03,4,21:55,48,"help,notifications",9,0,1,1,2023-06-22,56,desktop,Android 12,Oceania,friend,1652,2,187.51,47,enterprise
1201,2023-06-05,2,23:39,63,"checkout,analytics,home,calendar,search,profile,notifications,feed",8,0,1,0,,19,desktop,iOS 17,South America,paid_ad,133,4,124.87,53,basic
1202,2023-02-18,3,12:55,27,"notifications,checkout",14,1,1,1,2023-03-08,61,desktop,Android 12,Asia,paid_ad,1165,3,175.67,211,premium
1203,2023-12-03,5,21:10,53,messages,19,1,0,0,,9,mobile,Windows 11,Europe,organic,664,4,109.39,322,enterprise
1204,2023-03-25,2,09:42,27,"feed,analytics,home,checkout,friends",13,0,0,1,2023-04-15,3,tablet,macOS 14,Oceania,paid_ad,793,2,57.16,302,premium
1205,2023-12-27,1,02:56,44,"profile,feed,discover,home,library,help,friends",19,1,0,0,,63,desktop,Android 12,Africa,organic,1643,0,0.0,12,enterprise
1206,2023-06-26,3,13:45,32,"checkout,groups,friends,notifications,profile,calendar,analytics,discover",8,0,1,0,,51,mobile,Android 12,Africa,paid_ad,1497,0,0.0,242,premium
1207,2023-05-28,3,18:59,36,"profile,library,settings,help",9,0,0,1,2023-06-18,82,tablet,Android 12,South America,friend,1030,0,0.0,141,enterprise
1208,2023-04-28,3,03:31,28,analytics,18,1,0,1,2023-05-15,36,desktop,macOS 14,Africa,email,1604,1,11.79,150,enterprise
1209,2023-12-08,2,00:01,49,"discover,home,settings,groups,analytics",12,1,0,0,,59,mobile,Android 12,Asia,friend,562,2,20.23,284,premium
1210,2023-03-04,1,05:44,37,"groups,discover,checkout",3,0,0,0,,49,mobile,Android 12,North America,social_media,131,4,323.72,142,enterprise
1211,2023-07-08,5,13:27,63,calendar,2,0,0,1,2023-07-20,24,mobile,Android 13,Oceania,friend,74,3,50.36,208,free_tier
1212,2023-12-26,4,00:59,32,"notifications,settings,search,discover,feed,help,friends",16,0,1,0,,72,tablet,Android 12,Asia,social_media,678,3,287.41,296,basic
1213,2023-02-18,2,07:17,21,"profile,groups,search,settings,messages,calendar,notifications,home,feed",16,0,1,1,2023-02-22,57,tablet,macOS 14,North America,organic,265,4,53.45,99,premium
1214,2023-11-23,0,13:33,34,"friends,profile,messages,groups,settings,notifications,checkout,search,home",4,1,1,1,2023-12-19,86,desktop,Android 13,Africa,email,619,2,142.0,56,basic
1215,2023-09-14,0,23:11,18,"discover,groups,calendar,messages",10,0,0,1,2023-10-05,23,mobile,iOS 16,Africa,friend,1447,2,108.52,229,enterprise
1216,2023-08-12,2,23:32,36,"settings,help,checkout,notifications,home,search,analytics,discover",4,1,1,0,,72,mobile,iOS 16,Asia,email,1199,3,220.75,78,premium
1217,2023-05-21,4,20:14,22,friends,13,0,0,0,,83,tablet,Android 12,Africa,social_media,81,0,0.0,121,basic
1218,2023-08-03,0,10:31,35,"notifications,messages,home,help",8,0,1,0,,46,tablet,macOS 14,Oceania,friend,164,3,100.78,17,enterprise
1219,2023-07-30,4,17:16,34,"feed,analytics,home,settings",17,1,1,1,2023-08-14,63,tablet,Windows 11,Oceania,email,842,0,0.0,228,basic
1220,2023-11-14,3,02:46,59,"analytics,notifications",17,1,1,1,2023-11-29,74,desktop,iOS 17,Oceania,paid_ad,1607,3,165.29,9,enterprise
1221,2023-02-01,2,12:34,58,"feed,help,settings,groups,notifications,calendar,discover,analytics",5,0,0,0,,55,tablet,Android 13,Asia,organic,549,0,0.0,190,free_tier
